	Label	Audio object	Audio file	Feature1	Feature2	Feature3	Feature4	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10
22	a	<pydub.audio_segment.AudioSegment object at 0x1122081d0>	./audios_train/a.wav	-408.82728170714546	83.30948093120833	22.822433402079426	3.1252257278457134	-1.3491051031729218	0.35976481430209634	1.5431397995782246	6.295279568058411	4.933495364614404	2.556665410320357
23	m	<pydub.audio_segment.AudioSegment object at 0x112208208>	./audios_train/m.wav	-559.5014817014721	76.93956192473374	25.673015042843407	26.11221325267166	17.25441031912233	20.37160261319067	2.94500695061672	13.161544401732671	2.8006426425007493	8.380749722174176
24	n	<pydub.audio_segment.AudioSegment object at 0x112201828>	./audios_train/n.wav	-455.793355615934	95.6251710969405	16.34211348494863	13.802739313580945	22.792468507814064	6.744107490824542	3.8324369762283137	10.612703325964292	7.915530080569101	6.165945936237723
25	b	<pydub.audio_segment.AudioSegment object at 0x112208a58>	./audios_train/b.wav	-415.6012715679669	85.10120309132286	-3.125336414510595	28.009422227314648	3.3271044588737286	23.549144428521934	-3.6047811029142305	14.079059397246251	-5.2650577503980465	12.821681017836386
26	x	<pydub.audio_segment.AudioSegment object at 0x113f782b0>	./audios_train/x.wav	-437.02249545051876	61.45669725541031	2.797550262130593	17.918857575105417	13.349895400020367	12.838547476773785	-1.2732451634288564	4.82334021610886	3.7420925556674787	4.861938568407424
27	m	<pydub.audio_segment.AudioSegment object at 0x113f782e8>	./audios_train/m.wav	-597.9164707366406	60.25637968336171	-14.709408124587053	13.203314066248675	17.9499760951307	10.611617736077136	-11.453368581572963	-6.70963380356456	4.40368604561485	1.208362670144617
28	x	<pydub.audio_segment.AudioSegment object at 0x112208a90>	./audios_train/x.wav	-463.35415840851323	99.53418626187401	-51.15556699805258	21.959655724009263	31.512403048904577	-19.190405618138684	7.4790297858815435	7.80458608132516	-12.113878770529091	6.427003710349758
29	n	<pydub.audio_segment.AudioSegment object at 0x113f78b38>	./audios_train/n.wav	-386.9267746192457	86.68222988153853	13.750218280179562	16.231125870028407	5.0390714721470244	-0.1138883922847351	-11.334272597368237	7.550619431179554	0.44173528024828446	1.5916367801414142
30	c	<pydub.audio_segment.AudioSegment object at 0x113f80390>	./audios_train/c.wav	-421.9037771956173	91.1289829272451	1.5766400603378525	22.53825745318802	5.769933888286268	-2.7719520991838187	2.651170282590586	5.67425934812817	2.604611174674554	0.932704637628233
31	n	<pydub.audio_segment.AudioSegment object at 0x113f803c8>	./audios_train/n.wav	-471.20901232339554	90.26915651612356	16.14914075761157	9.857106434456087	8.496501135696992	2.0119371894430547	5.213949917319154	9.178693835084868	8.977736229414015	4.149368124743941
32	h	<pydub.audio_segment.AudioSegment object at 0x113f789e8>	./audios_train/h.wav	-442.8734302940954	108.34845894618876	-37.47199304975076	-3.9254992651229053	14.05962361247037	-18.109549388513873	2.3512711340639467	13.816168967719564	-5.240588075420152	0.6043168940337251
33	6	<pydub.audio_segment.AudioSegment object at 0x113f80c18>	./audios_train/6.wav	-424.7299043826407	76.01798728378363	-12.40946684428839	15.256180412679935	19.09856685254493	-1.548239750434078	15.541037554287266	12.025317368357777	-3.3317972369024997	6.43009804797725
34	7	<pydub.audio_segment.AudioSegment object at 0x113f8a470>	./audios_train/7.wav	-435.0894734621242	64.60381868838111	-4.399214032304235	6.090572930155026	7.844304930783643	-0.9316168913166801	1.367781793584812	7.201465954437809	-0.03518495644641539	1.7035197298270957
35	b	<pydub.audio_segment.AudioSegment object at 0x113f8a4a8>	./audios_train/b.wav	-629.7238845920141	56.317887375322144	-7.618363349595352	3.2739591008311413	11.564256524654098	7.7959528819758654	-4.384845341090592	-1.3367787150401493	1.8659167697017147	1.7875909018037142
36	b	<pydub.audio_segment.AudioSegment object at 0x113f80c50>	./audios_train/b.wav	-587.5186376759004	80.67227295548508	43.06759716170215	18.64950850375788	23.453323789098036	20.91951468211998	9.221704839244211	5.005024699460795	1.0674033735329047	6.049943932204221
37	b	<pydub.audio_segment.AudioSegment object at 0x113f8acf8>	./audios_train/b.wav	-425.31278438546	56.953427822138906	-2.9418269614941863	6.954414665285669	18.565113275238527	-0.1703132935806315	-3.6028791488099503	3.298622597322056	-1.5706152451072481	-1.949154946997402
38	7	<pydub.audio_segment.AudioSegment object at 0x113f91550>	./audios_train/7.wav	-441.56698290884293	46.93360867590844	3.442233247027458	6.5768537234119195	11.73420270878197	2.9425642710393656	2.113779378331234	2.4330744392051815	-0.5656614247409735	0.7381990018951825
39	h	<pydub.audio_segment.AudioSegment object at 0x113f91588>	./audios_train/h.wav	-624.2258931994335	81.15131106730328	-13.134765758109763	-3.11510658255903	1.2541701587956782	-1.294994927597664	-1.4176903811558201	-3.0175080284980913	-4.546248956661796	5.488475713962295
40	m	<pydub.audio_segment.AudioSegment object at 0x113f8aba8>	./audios_train/m.wav	-478.05858952378696	65.28815380721854	7.571578743733925	8.120496081182928	13.324597530626919	2.255893541095656	3.535362897351851	7.65041766492225	4.370384150087636	3.8648593097932
41	a	<pydub.audio_segment.AudioSegment object at 0x113f91dd8>	./audios_train/a.wav	-617.6672845259004	52.6073683183175	-13.80908950166872	-6.058698388810952	-4.913537876518659	-5.813171758214021	-2.1914974813531805	0.8703227543026416	-1.5638452937644345	4.263292624101673
42	a	<pydub.audio_segment.AudioSegment object at 0x113f97630>	./audios_train/a.wav	-451.3664684314859	61.47650791827163	2.1751060069366903	7.226503208024776	4.900851457371689	1.5628239399983341	2.5472680704029282	2.7679447564688213	3.7884126670059106	2.392939156798497
43	6	<pydub.audio_segment.AudioSegment object at 0x113f97668>	./audios_train/6.wav	-412.85524940449795	66.73270495275179	-6.1455635841409535	22.101113345514953	15.978562063635113	6.448094597659681	4.202365470668378	-7.234417333111735	4.475721326825506	-1.8633197844492428
44	n	<pydub.audio_segment.AudioSegment object at 0x113f91c88>	./audios_train/n.wav	-509.62057954508384	133.46913031826173	-32.8988259407431	31.12045017902469	16.55070669187394	10.401808176643705	7.2121997937483435	-6.100847183232459	13.603683755268374	6.132274814565259
45	x	<pydub.audio_segment.AudioSegment object at 0x113f97eb8>	./audios_train/x.wav	-388.12509551219676	94.11690059042472	-25.8850791783142	54.96317103497326	28.020880060452463	0.19988663905682344	5.609624315436627	-5.047115684452831	3.3644217112882635	9.933900475999447
46	h	<pydub.audio_segment.AudioSegment object at 0x113fa6710>	./audios_train/h.wav	-431.46760663127975	72.21841341113279	0.9109949394990053	21.076990934681504	18.22680254897728	4.107793647121348	8.611014471318525	3.8581375169442094	2.5279963271178487	6.884681832206436
47	6	<pydub.audio_segment.AudioSegment object at 0x113fa6748>	./audios_train/6.wav	-440.1963195692279	67.41171323556829	-5.176797615908919	15.867271151345689	16.597948712421836	-0.24310828877718688	13.954367586538188	9.823880595713641	-2.40083695816295	5.419204471405044
48	b	<pydub.audio_segment.AudioSegment object at 0x113f97d68>	./audios_train/b.wav	-504.895273753796	55.5083720496684	23.63131776430898	24.87289154758698	16.92920900889359	13.839513106974138	12.713553443704718	11.668601259380392	8.371398101994828	0.8440481093923968
49	n	<pydub.audio_segment.AudioSegment object at 0x113fa6f98>	./audios_train/n.wav	-441.28480822636385	92.49278960661452	-31.77064874747058	10.53380968406382	26.434111146092633	-12.877145333092093	-3.27627490880875	3.637631451498177	-8.84932685722965	1.5843227666840003
50	m	<pydub.audio_segment.AudioSegment object at 0x113faa7f0>	./audios_train/m.wav	-491.97792803820136	71.21581502120748	3.394987339290434	9.268277971554735	12.33139307699329	-1.9242888376984442	1.925848288301855	6.950467398004735	2.262509252193719	1.7429991682099792
51	a	<pydub.audio_segment.AudioSegment object at 0x113faa828>	./audios_train/a.wav	-505.863912190453	81.36880121090113	16.911191042408092	1.3221958645546075	-0.8301990393936396	-5.3893359683000455	3.755053915724652	11.47961494197008	8.35623075146614	6.10069860881642
52	m	<pydub.audio_segment.AudioSegment object at 0x113faac50>	./audios_train/m.wav	-391.16803877443124	74.70247382075438	4.697029669133471	18.890528533845373	20.47499920140263	14.118715748731526	-7.437997740949355	7.311143553167781	5.224568987112772	1.697879018739421
53	6	<pydub.audio_segment.AudioSegment object at 0x113faaf28>	./audios_train/6.wav	-417.5204830914487	62.45763108382908	-11.40083710343956	21.437523684147873	17.029145384979284	9.773817132059428	3.558690752403365	-6.804166446168544	4.232819737689574	-2.9102966144647993
54	c	<pydub.audio_segment.AudioSegment object at 0x113fb18d0>	./audios_train/c.wav	-426.9237014469961	56.74918642235202	0.13144842244838253	17.428115873146666	17.823830731896322	8.822425723021809	0.017214509628725352	0.8874122430134715	1.8323199923080982	1.5757298862996112
55	c	<pydub.audio_segment.AudioSegment object at 0x113fb1908>	./audios_train/c.wav	-431.7279532506047	64.43735979980133	-16.88411137936179	4.137791584967203	16.942088069878846	-5.635521143977956	-2.19360426251608	1.7922340515255046	-5.642381688984337	1.5898850397977613
56	h	<pydub.audio_segment.AudioSegment object at 0x113fb1d30>	./audios_train/h.wav	-477.9210343562773	137.6018121192988	-8.897013651072472	14.307607319656572	8.74122307707682	3.3683586399185295	18.68661645872466	2.0342491945372583	-4.73221019555259	1.4080127761249055
57	7	<pydub.audio_segment.AudioSegment object at 0x114408198>	./audios_train/7.wav	-391.9085650983467	81.60639745643078	-10.528893107424912	32.92993437351317	3.243172951105009	20.47624680211154	0.1478085173264452	7.7992678450836195	-6.070125163070261	10.679014756644294
58	h	<pydub.audio_segment.AudioSegment object at 0x1144089b0>	./audios_train/h.wav	-470.01607731455744	100.76246568182079	6.257577386427189	22.098215229924246	9.136300331957612	6.733704256815532	5.140380829098624	2.9329147421478603	-2.606726535873186	3.445104753089938
59	h	<pydub.audio_segment.AudioSegment object at 0x1144089e8>	./audios_train/h.wav	-475.6065023011502	102.40765146929671	13.586821596490198	22.029380981680852	15.009530088853422	-3.1252525164471483	1.5749577276910596	3.761024774757875	3.1180503057926807	0.24156994347598118
60	m	<pydub.audio_segment.AudioSegment object at 0x114408e10>	./audios_train/m.wav	-442.7607344108229	92.81713841051389	-26.47161500260156	13.159318722071351	26.438301769288387	-10.861378664607948	0.14608299596237195	6.7530113022696	-6.4300116745828015	2.2817851907803117
61	a	<pydub.audio_segment.AudioSegment object at 0x114412278>	./audios_train/a.wav	-514.7448958715908	71.2494013690936	1.6108549549214395	-16.113004067719412	-10.14734888937172	-5.480383331797547	4.758616717533368	7.84660730503333	2.308757208529111	2.5799159082192196
62	6	<pydub.audio_segment.AudioSegment object at 0x114412a90>	./audios_train/6.wav	-450.0929488625636	78.93180273493878	-16.687942858211596	4.601333242213013	13.3266074935466	-1.802701005858298	8.453913427482684	7.570551086300806	-2.309301468199803	2.132438032194561
63	7	<pydub.audio_segment.AudioSegment object at 0x114412ac8>	./audios_train/7.wav	-454.5485152090121	117.0531296118386	-33.78823716920623	16.878781122916468	22.779211642508937	7.611209133300604	17.144916548893335	7.164630022608355	0.23398347263721467	0.7102220525459234
64	n	<pydub.audio_segment.AudioSegment object at 0x114412ef0>	./audios_train/n.wav	-434.691899646321	79.89727239387602	-8.41190124456174	19.87769939239476	29.097599987106566	1.8218526341298555	-1.631289319438376	0.7843255159302952	6.425067595746611	-0.4837525102749107
65	b	<pydub.audio_segment.AudioSegment object at 0x11441b358>	./audios_train/b.wav	-463.83937787718304	84.94801266736518	15.094395246382339	20.365669390121347	11.850700218392737	19.172764072754987	4.649201390980098	11.718412819833366	9.312472993084945	10.512727816482041
66	m	<pydub.audio_segment.AudioSegment object at 0x11441bb70>	./audios_train/m.wav	-465.29997709473236	77.74813644544292	6.848195850141193	5.643561358973032	11.221914966083434	3.856912052060846	0.5979110999205735	2.5223363092551687	2.8916831796757716	-0.6487192172163548
67	n	<pydub.audio_segment.AudioSegment object at 0x11441bba8>	./audios_train/n.wav	-554.4901543229103	114.80215968640653	-28.157426009826995	10.155425843453573	-30.6170069528736	1.943331400043044	-10.363332763381852	-12.352726241021998	-3.095561714058751	-18.396586441905125
68	h	<pydub.audio_segment.AudioSegment object at 0x11441bfd0>	./audios_train/h.wav	-468.34188929161115	100.16442262298747	8.444113496700096	-7.865246001430001	-4.311318729911892	-9.699915469019988	0.8143728758719503	9.860835235282012	3.2803106852831925	-1.4288653007761982
69	a	<pydub.audio_segment.AudioSegment object at 0x114424438>	./audios_train/a.wav	-414.81599462173057	119.71946022533596	-12.373465483097464	16.435083731439818	5.467872660901714	-9.656664871199494	4.261885309234221	12.360171080581923	9.093102361858442	0.26566301949280285
70	a	<pydub.audio_segment.AudioSegment object at 0x114424c50>	./audios_train/a.wav	-439.52506898283315	89.97647111129395	-10.247799659015511	4.857359491876152	1.3819820312337152	-6.922266182267771	3.3857515807284253	4.772830502627071	2.7491373608839247	0.07118931853887675
71	n	<pydub.audio_segment.AudioSegment object at 0x114424c88>	./audios_train/n.wav	-465.5098157558856	85.66988081883419	0.03408447594457071	1.6527739362216847	12.297284792725238	7.2109651103709185	11.005760660596074	10.48943536355892	3.3942439846943646	3.2443575301579872
72	a	<pydub.audio_segment.AudioSegment object at 0x114424f60>	./audios_train/a.wav	-426.09554366704117	103.85614861316238	29.25632651656495	22.029592652331488	-26.00351533134109	-15.043801336603845	-0.510445238217108	1.4015067245466373	7.965947438024233	-1.7800791006627092
73	c	<pydub.audio_segment.AudioSegment object at 0x11442a518>	./audios_train/c.wav	-389.0365230019836	56.606293653230594	10.777215680940541	22.42999831393556	3.61368977849307	16.78235326393345	-2.043890934506303	6.263137585551577	3.70436561333983	3.6035613375325526
74	n	<pydub.audio_segment.AudioSegment object at 0x11442ac18>	./audios_train/n.wav	-359.0337639355168	68.4054173622932	16.97382117280839	20.224892215973835	-4.330105976003476	1.5077556764905342	-0.8446261968825246	-0.10766633900453906	6.541017749862061	-1.1209106660509272
75	x	<pydub.audio_segment.AudioSegment object at 0x11442ad68>	./audios_train/x.wav	-402.7597336537718	30.454144257385597	-15.558261472973747	39.67109202351767	-14.609096286280417	3.843494919409064	4.801224645131854	-7.010630203323306	6.611900711788592	-9.26771665711879
76	b	<pydub.audio_segment.AudioSegment object at 0x11442a3c8>	./audios_train/b.wav	-554.6968032646871	60.88031590488368	15.067140546552135	7.572222963775156	11.703829375696241	2.891265808734835	-2.5749536092244694	-0.11412883078784367	-1.0984548315142153	-5.877769896051357
77	x	<pydub.audio_segment.AudioSegment object at 0x1144345f8>	./audios_train/x.wav	-410.1222345499379	68.71106209033643	-18.361097848358856	37.19138568989871	-3.2355709532771333	18.44814304761776	-0.9705648435264176	11.067252894419106	-7.581798200753353	14.775713014740768
78	d	<pydub.audio_segment.AudioSegment object at 0x1121db048>	./audios_train/d.wav	-432.8845347280639	68.10989807012275	-0.40887759643649463	11.55721046513448	7.109807746965658	5.203737635640237	0.4585011874138478	5.076657384662045	0.8457465239506627	1.0153534402245987
79	a	<pydub.audio_segment.AudioSegment object at 0x1121db588>	./audios_train/a.wav	-432.57651359797046	83.49503646270905	-11.969605079665977	-3.4300795701977465	10.173113063907305	1.3642323367045637	6.972385267623197	9.285011370681906	5.104627592402842	-1.5380655162139194
80	n	<pydub.audio_segment.AudioSegment object at 0x1121dbd68>	./audios_train/n.wav	-498.48160305649566	127.08874809922379	-14.43463343961225	34.05769176139421	30.84370641439642	14.879851153173197	12.385396424585299	1.3331382860964696	13.576991017698319	11.681665782098499
81	7	<pydub.audio_segment.AudioSegment object at 0x1121e9e48>	./audios_train/7.wav	-536.3076389645009	63.780925332678706	19.4268109180542	29.57048484029108	13.121010722779053	16.111346313928443	5.795112950469567	1.7130895813422056	0.24149372011552855	8.045901524111075
82	c	<pydub.audio_segment.AudioSegment object at 0x112201ba8>	./audios_train/c.wav	-459.2806617713802	69.42141535904145	5.2360712395417695	16.745875817616962	10.362658742516851	10.23865062262394	1.5082269545335125	1.4984942701848425	2.8209928263448782	2.9617103806649636
83	x	<pydub.audio_segment.AudioSegment object at 0x1122017b8>	./audios_train/x.wav	-493.44636837159413	85.42693451790832	-40.8727929052876	14.983615794224654	-15.926826571042227	1.9697910635934053	-3.090621649209117	-10.916600941569563	-0.6247485555048883	-15.13615488889488
84	n	<pydub.audio_segment.AudioSegment object at 0x1121f4b70>	./audios_train/n.wav	-463.70849604016826	91.76652553190151	3.4597701885465253	1.0125020003602136	15.455749936742103	9.096056985019846	11.68969931620098	12.650895593326284	3.9784748620483468	3.5408426854183808
85	n	<pydub.audio_segment.AudioSegment object at 0x112208588>	./audios_train/n.wav	-409.3846848825232	87.68248944177283	-4.435079259286824	30.622591521768538	7.266069268637181	21.092402097758157	-8.577740116142687	11.811351490950539	-4.242349612513258	11.85266352353347
86	a	<pydub.audio_segment.AudioSegment object at 0x113f78dd8>	./audios_train/a.wav	-413.51629464832206	75.79637739118434	6.9257872509245315	10.65135911717543	6.341678504386837	3.679423854598672	3.811740050893329	6.443796440863466	3.108084603685528	-0.03899224067164314
87	7	<pydub.audio_segment.AudioSegment object at 0x113f78da0>	./audios_train/7.wav	-405.7360076092608	85.96042833643939	24.229710984757638	20.74596491266965	-7.269153364387512	-3.0642619882019466	3.020424381198094	1.303614457648732	1.4252105816676588	-4.438488921842855
88	x	<pydub.audio_segment.AudioSegment object at 0x113f8ab38>	./audios_train/x.wav	-508.34943078942905	85.09749203888227	-42.39165407848603	15.344217579270694	-16.227294679601123	2.3175046623807494	-3.2140129230626404	-11.818655351646012	-1.1985914063917598	-16.34487858244382
89	7	<pydub.audio_segment.AudioSegment object at 0x113f91d30>	./audios_train/7.wav	-558.3238409912705	55.6803017164769	24.585892128617054	27.655952582315468	11.033307844404932	12.622012907001668	4.189053843440558	-0.6841288486052646	-3.2113616520471973	6.743297959995933
90	a	<pydub.audio_segment.AudioSegment object at 0x113fa66d8>	./audios_train/a.wav	-475.4825349975554	58.489797728068645	2.3922261309376167	12.478584014968677	5.32149985865384	8.334008867356973	3.2455551553409117	1.7816957475125867	1.5947825864736587	-0.929960898973113
91	c	<pydub.audio_segment.AudioSegment object at 0x113fa66a0>	./audios_train/c.wav	-394.8676584933299	49.80576350948153	10.600832090209124	19.237447109800645	7.95079401586963	15.814908740321364	-1.2275699577339994	4.410761125953169	2.856696020762204	1.196643875299191
92	7	<pydub.audio_segment.AudioSegment object at 0x113fa6e80>	./audios_train/7.wav	-494.13645618882134	99.34481438098953	-2.809081941708173	7.531955815435039	8.60094111107004	16.236689129309813	-3.909843197770285	4.49193573641204	-10.683425674021668	6.639892232799801
93	h	<pydub.audio_segment.AudioSegment object at 0x113faaeb8>	./audios_train/h.wav	-562.3383120007343	88.7869408308274	38.66585557462896	13.749267767137558	5.560211856337322	10.898043845856266	4.203963191320084	3.0537972089090535	-4.922676506998582	1.2635184117025848
94	n	<pydub.audio_segment.AudioSegment object at 0x1144088d0>	./audios_train/n.wav	-469.9922813961363	91.61033912892468	2.4944318498795206	13.284405368484997	0.09892686280506403	1.739792385847873	2.9698891633351283	-0.34721118525327554	-3.1731167481117803	-3.5587892228612295
95	c	<pydub.audio_segment.AudioSegment object at 0x114408860>	./audios_train/c.wav	-478.6244586586907	100.96630151411831	-57.51379749229035	23.329384193451087	-21.105975143418632	-1.1132462265735505	4.929860993498685	-6.40379572750583	-8.935346162199638	-22.4963626289715
96	c	<pydub.audio_segment.AudioSegment object at 0x1144128d0>	./audios_train/c.wav	-376.87110215765824	83.79860647617541	17.61609606671089	8.593264156510038	-4.206491015107956	6.663957234264357	-3.2532717286562347	6.761548713107982	3.502969275634088	3.1703943173598113
97	x	<pydub.audio_segment.AudioSegment object at 0x113fb1320>	./audios_train/x.wav	-429.43582617790537	21.41723820628651	-19.676057704163625	33.52456803564255	-14.102641684367274	3.836163764936836	5.0621016208822045	-5.774495179951602	5.631601986964945	-8.213741631373395
98	a	<pydub.audio_segment.AudioSegment object at 0x11441b278>	./audios_train/a.wav	-352.52061944714507	59.968692828711966	15.10197339853544	13.180886256731288	-3.213101623268104	1.8443243886413707	3.2017448767223313	1.9684833648207405	5.739568547906477	0.5166862811351217
99	d	<pydub.audio_segment.AudioSegment object at 0x114424eb8>	./audios_train/d.wav	-275.5779697027233	124.39970399619921	41.970444594220815	6.643258217389674	3.07980548521694	0.427311410731961	2.3866993180284526	-0.1620934844306781	5.687169915982405	2.8095625907189605
100	n	<pydub.audio_segment.AudioSegment object at 0x11441bf28>	./audios_train/n.wav	-645.7536526328497	56.083406060198385	-17.92470370485403	8.277202459346828	18.520089653591423	9.271787906725246	-13.99158656777162	-9.968356999637505	2.033940749944188	2.3426937334597286
101	m	<pydub.audio_segment.AudioSegment object at 0x11442a780>	./audios_train/m.wav	-445.31941892328643	97.43836811926383	-31.205837283371892	10.412376721837887	27.18449321871332	-14.748492966844967	-5.297363361185008	4.099255541375577	-9.595708301443965	-0.420544219395429
102	d	<pydub.audio_segment.AudioSegment object at 0x114434c50>	./audios_train/d.wav	-427.14474242108656	63.13559728865864	-0.30519904157692557	10.432423577257412	8.175676109595827	-0.2963757819101901	-2.67707728559837	-1.7022467920610573	0.19858716970997387	-0.8438592592386346
103	x	<pydub.audio_segment.AudioSegment object at 0x114434c88>	./audios_train/x.wav	-416.37575826996294	49.89116988579123	-2.0785159873454147	14.767185341968329	0.44580657828315123	7.038341290823781	6.528285465641999	1.7421736778330281	7.682671778400954	2.3505105491980425
104	x	<pydub.audio_segment.AudioSegment object at 0x114434f60>	./audios_train/x.wav	-242.21557577979115	111.93865865275485	21.6815856793179	21.971061499694486	4.756411377994001	-2.7935623374589618	1.076386705794804	-1.9952083054358296	4.873725916556458	1.9549208024485367
105	h	<pydub.audio_segment.AudioSegment object at 0x115df7518>	./audios_train/h.wav	-376.68639940755776	106.5120858315261	19.009693987132714	1.785503011813746	-6.90121056665851	2.4290499509408994	-1.6269968769250087	7.280920936025878	-0.014098578656222329	3.276131049117862
106	a	<pydub.audio_segment.AudioSegment object at 0x115df7d30>	./audios_train/a.wav	-378.27735895384257	74.06974918875949	12.776531036293651	5.723404507877651	1.1048487953885433	-2.1300192544289014	2.1394878894099763	3.6750048686319965	2.2479757768682296	1.4826212712664872
